playerid,sport,position,retire_year,retire_age,years_played
Kevin Kasper,NFL,WR,2013,36,1
Brad Kassell,NFL,LB,2013,33,1
Napoleon Kaufman,NFL,RB,1993,20,12
Muadianvita Kazadi,NFL,LB,1997,24,1
Stanford Keglar,NFL,LB,2010,25,3
Bryan Kehl,NFL,LB,2013,29,6
Freddie Keiaho,NFL,LB,2009,27,4
Kenton Keith,NFL,RB,2009,29,4
Jeff Kelly,NFL,LB,2013,38,3
Jeff Kelly,NFL,QB,2013,34,3
Malcolm Kelly,NFL,WR,2013,27,3
Todd Kelly,NFL,LB,2013,43,3
Chad Kelsay,NFL,LB,2013,36,3
Eric Kettani,NFL,RB,2012,25,1
Kelvin Kight,NFL,WR,2001,19,3
Terry Kirby,NFL,RB,2000,30,1
David Kircus,NFL,WR,2000,20,1
Jon Kitna,NFL,QB,2013,41,2
Kurt Kittner,NFL,QB,2013,33,2
Jim Kitts,NFL,RB,2013,41,2
Perry Klein,NFL,QB,2008,37,6
Jeff Kopp,NFL,LB,2012,41,2
Niko Koutouvides,NFL,LB,2012,31,9
Clint Kriewaldt,NFL,LB,1998,22,19
Ryan LaCasse,NFL,LB,2006,23,1
Sean LaChapelle,NFL,WR,2006,36,1
Anthony Ladd,NFL,WR,1998,25,1
Eric Lane,NFL,RB,1997,23,11
Fred Lane,NFL,RB,1997,22,11
Amp Lee,NFL,RB,2000,29,9
Charles Lee,NFL,WR,2000,23,9
Kevin Lee,NFL,WR,2000,29,9
ReShard Lee,NFL,RB,2000,20,9
Burnie Legette,NFL,RB,1994,24,2
Teddy Lehman,NFL,LB,2008,27,6
Ashley Lelie,NFL,WR,2008,28,7
Phillip Livas,NFL,WR,2011,22,1
Brandon Lloyd,NFL,WR,2012,31,10
Greg Lloyd,NFL,LB,2012,23,10
Jake Locker,NFL,QB,2013,25,1
Kevin Lockett,NFL,WR,2013,39,1
Ricardo Lockette,NFL,WR,2013,24,1
Michael Lockley,NFL,LB,2013,25,1
Curtis Lofton,NFL,LB,2013,27,6
Shawn Loiseau,NFL,LB,2012,23,1
Antonio London,NFL,LB,1998,27,6
Michael Lowery,NFL,LB,1996,22,12
Chad Lucas,NFL,WR,2001,20,2
Ray Lucas,NFL,QB,2001,29,2
Eric Lynch,NFL,RB,2002,32,4
James Lynch,NFL,RB,2002,20,4
Matt Lytle,NFL,QB,2001,26,2
Reno Mahe,NFL,RB,2011,31,1
Kaluka Maiava,NFL,LB,2013,26,5
Marcus Mailei,NFL,RB,2013,27,5
Wesly Mallard,NFL,LB,1999,21,8
Ryan Manalac,NFL,LB,2009,24,1
Maurice Mann,NFL,WR,2009,27,1
Brian Manning,NFL,WR,2009,34,1
Eli Manning,NFL,QB,2009,28,1
Peyton Manning,NFL,QB,2009,33,1
Roy Manning,NFL,LB,2009,28,1
Mario Manningham,NFL,WR,2009,23,1
EJ Manuel,NFL,QB,2009,19,1
Owen Marecic,NFL,RB,2013,25,4
Marc Mariani,NFL,WR,2013,26,4
Laurence Maroney,NFL,RB,2013,28,4
Curtis Marsh,NFL,WR,2013,43,4
Brandon Marshall,NFL,WR,2013,29,4
Lemar Marshall,NFL,LB,2013,37,4
Marvin Marshall,NFL,WR,2013,41,4
Rasheed Marshall,NFL,WR,2013,32,4
Torrance Marshall,NFL,LB,2013,36,4
Whit Marshall,NFL,LB,2013,40,4
Charly Martin,NFL,WR,2013,29,4
Curtis Martin,NFL,RB,2013,40,4
Doug Martin,NFL,RB,2013,24,4
Eric Martin,NFL,LB,2013,22,4
Ingle Martin,NFL,QB,2013,31,4
Jamie Martin,NFL,QB,2013,43,4
Josh Martin,NFL,LB,2013,22,4
Keshawn Martin,NFL,WR,2013,23,4
Ruvell Martin,NFL,WR,2013,31,4
Tee Martin,NFL,QB,2013,35,4
Glenn Martinez,NFL,WR,2013,32,4
Mike Maslowski,NFL,LB,2013,39,2
Derrick Mason,NFL,WR,2013,39,2
Eddie Mason,NFL,LB,2013,41,2
Marcus Mason,NFL,RB,2013,29,2
Mohamed Massaquoi,NFL,WR,2013,27,2
Chris Massey,NFL,RB,2013,34,2
Le'Shai Maston,NFL,RB,2013,43,2
Rey Maualuga,NFL,LB,2013,26,5
Matt Mauck,NFL,QB,2013,34,5
Josh Mauga,NFL,LB,2013,26,5
Reagan Mauia,NFL,RB,2013,29,5
Keenan McCardell,NFL,WR,1988,18,2
Willis McGahee,NFL,RB,2013,32,10
Tim McGarigle,NFL,LB,2013,30,10
Wane McGarity,NFL,WR,2013,37,10
Brandon McGee,NFL,CB,2013,23,10
Eddie McGee,NFL,WR,2013,25,10
Stephen McGee,NFL,QB,2013,28,10
Phil McGeoghan,NFL,WR,2013,34,10
Karmeeleyah McGill,NFL,LB,2013,42,10
Matt McGloin,NFL,QB,2013,24,10
Travis McGriff,NFL,WR,2013,37,10
Dusty McGrorty,NFL,RB,2013,32,10
Kaipo McGuire,NFL,WR,2013,39,10
Donovan McNabb,NFL,QB,1995,19,4
Steve McNair,NFL,QB,1995,22,4
Cade McNown,NFL,QB,1995,18,4
Robert Meachem,NFL,WR,2013,29,6
Rondell Mealey,NFL,RB,2013,36,6
Loyce Means,NFL,CB,2013,24,6
Natrone Means,NFL,RB,2013,41,6
Marc Megna,NFL,LB,1998,22,10
Kerry Meier,NFL,WR,2012,26,2
David Mims,NFL,WR,1999,29,8
Anthony Mix,NFL,WR,2007,24,1
Arthur Moats,NFL,LB,2013,25,5
Ryan Moats,NFL,RB,2013,31,5
John Mobley,NFL,LB,2003,30,8
Mike Mohamed,NFL,LB,2013,25,3
Sean Moran,NFL,LB,2000,27,5
Johnnie Morant,NFL,WR,2000,19,5
Frank Moreau,NFL,RB,2000,24,5
Vernand Morency,NFL,RB,2000,20,5
Moses Moreno,NFL,QB,2000,25,5
Zeke Moreno,NFL,LB,2000,22,5
Sean Morey,NFL,WR,2000,24,5
Dan Morgan,NFL,LB,2000,22,5
Donovan Morgan,NFL,WR,2000,18,5
Quincy Morgan,NFL,WR,2000,23,5
Bam Morris,NFL,RB,2000,28,5
Maurice Morris,NFL,RB,2000,21,5
Rob Morris,NFL,LB,2000,25,5
Sammy Morris,NFL,RB,2000,23,5
Sylvester Morris,NFL,WR,2000,23,5
Kirk Morrison,NFL,LB,2000,18,5
Steve Morrison,NFL,LB,2000,29,5
Chad Morton,NFL,RB,2000,23,5
Johnnie Morton,NFL,WR,2000,29,5
Mike Morton,NFL,LB,2000,28,5
Eric Moulds,NFL,WR,2007,34,12
Jonas Mouton,NFL,LB,2007,19,12
Derek Moye,NFL,WR,2013,25,2
DeShone Myles,NFL,LB,2001,27,4
Legedu Naanee,NFL,WR,2012,29,6
Craig Nall,NFL,QB,2011,32,2
Dimitri Nance,NFL,RB,2010,22,1
Martin Nance,NFL,WR,2010,27,1
Terna Nande,NFL,LB,2010,27,1
John Navarre,NFL,QB,2009,29,1
Hannibal Navies,NFL,LB,2009,32,1
Ryan Nece,NFL,LB,2008,29,7
Cory Nelms,NFL,CB,2012,24,2
Ben Nelson,NFL,WR,2012,33,2
David Nelson,NFL,WR,2012,26,2
Jim Nelson,NFL,LB,2012,37,2
Jordy Nelson,NFL,WR,2012,27,2
Dat Nguyen,NFL,LB,2005,30,7
Chad Nkang,NFL,LB,2008,23,2
Keith Null,NFL,QB,2009,24,1
Uzoma Nwachukwu,NFL,WR,2013,23,1
Andre O'Neal,NFL,LB,2001,26,2
Keith O'Neil,NFL,LB,2001,21,2
Kevin O'Neill,NFL,LB,2001,26,2
Cyril Obiozor,NFL,LB,2010,24,2
Ben Obomanu,NFL,WR,2013,30,7
Steve Octavien,NFL,LB,2010,26,3
Derrick Oden,NFL,LB,1991,21,2
Joe Odom,NFL,LB,2010,31,7
Chris Ogbonnaya,NFL,RB,2005,19,8
Jeff Ogden,NFL,WR,2002,27,5
Kendall Ogle,NFL,LB,1999,24,1
Xavier Omon,NFL,RB,2011,26,4
Kenny Onatolu,NFL,LB,2012,30,4
Greg Orton,NFL,WR,2009,23,2
Kyle Orton,NFL,QB,2009,27,2
Kassim Osgood,NFL,WR,2013,33,11
Will Overstreet,NFL,LB,2013,34,3
Chris Owusu,NFL,WR,2013,23,2
Ken Oxendine,NFL,RB,1999,24,2
Joe Pawelek,NFL,LB,2010,24,1
Logan Payne,NFL,WR,2010,25,6
Spencer Paysinger,NFL,LB,2010,22,6
Jarrett Payton,NFL,RB,2010,30,6
Troy Pelshak,NFL,LB,1999,22,7
Jason Phillips,NFL,LB,2005,19,15
Lawrence Phillips,NFL,RB,2005,30,15
Ryan Phillips,NFL,LB,2005,31,15
Dino Philyaw,NFL,RB,2005,35,15
Mareno Philyaw,NFL,WR,2005,28,15
Kealoha Pilares,NFL,WR,2013,25,3
Lousaka Polite,NFL,RB,2013,32,11
Carlos Polk,NFL,LB,2013,36,11
Chris Polk,NFL,RB,2013,24,11
DaShon Polk,NFL,LB,2013,36,11
David Pollack,NFL,LB,2013,31,11
Royce Pollard,NFL,WR,2013,24,11
Tommy Polley,NFL,LB,2013,35,11
Christian Ponder,NFL,QB,2013,25,3
Willie Ponder,NFL,WR,2013,33,3
Antwaune Ponds,NFL,LB,2013,38,3
Keith Poole,NFL,WR,2011,37,7
Nate Poole,NFL,WR,2011,34,7
Tauren Poole,NFL,RB,2011,22,7
Jerry Porter,NFL,WR,2003,25,12
Joey Porter,NFL,LB,2003,26,12
Clinton Portis,NFL,RB,2003,22,12
Roosevelt Potts,NFL,RB,2009,38,10
Bilal Powell,NFL,RB,2013,25,3
Craig Powell,NFL,LB,2013,42,3
Ronnie Powell,NFL,WR,2013,39,3
William Powell,NFL,RB,2013,25,3
Ricky Powers,NFL,RB,2013,43,3
Jordan Poyer,NFL,CB,2013,22,1
Julius Pruitt,NFL,WR,2007,22,2
Terrelle Pryor,NFL,QB,2010,21,14
Maurice Purify,NFL,WR,2013,27,1
Brad Pyatt,NFL,WR,2004,24,2
Brian Quick,NFL,WR,2013,24,2
Brady Quinn,NFL,QB,2013,29,2
Jonathan Quinn,NFL,QB,2013,38,2
Mike Quinn,NFL,QB,2013,39,2
Latario Rachal,NFL,WR,2012,39,5
Ken-Yon Rambo,NFL,WR,2013,35,1
Patrick Ramsey,NFL,QB,2013,34,1
Curtis Randall,NFL,LB,2004,25,1
Antwaan Randle El,NFL,WR,2004,25,1
Louis Rankin,NFL,RB,2004,19,1
Saleem Rasheed,NFL,LB,2004,23,11
Ryan Rau,NFL,LB,2012,22,1
Spencer Reid,NFL,LB,1998,22,14
Sean Renfree,NFL,QB,2013,23,1
Vincent Rey,NFL,LB,2013,26,4
Darius Reynaud,NFL,WR,2013,28,4
Chase Reynolds,NFL,RB,2013,26,4
Joffrey Reynolds,NFL,RB,2013,34,4
Robert Reynolds,NFL,LB,2013,32,4
Ray Rice,NFL,RB,2005,18,5
Sidney Rice,NFL,WR,2005,19,5
Terry Richardson,NFL,RB,2005,34,5
Wally Richardson,NFL,QB,2005,31,5
James Ritchey,NFL,QB,1995,22,16
Nick Roach,NFL,LB,2009,24,1
Dedrick Roper,NFL,LB,2006,25,2
Dwayne Rudd,NFL,LB,2003,27,7
Barrett Ruud,NFL,LB,2012,29,8
Tony Sacca,NFL,QB,1992,22,1
P.K. Sam,NFL,WR,2004,21,1
Demarco Sampson,NFL,WR,2004,19,1
B.J. Sams,NFL,RB,2004,24,1
Khari Samuel,NFL,LB,2004,28,1
Mark Sanchez,NFL,QB,2013,27,5
Ace Sanders,NFL,WR,2013,22,5
Chris Sanders,NFL,WR,2013,41,5
Chris Sanders,NFL,WR,2013,40,5
Emmanuel Sanders,NFL,WR,2013,26,5
Frank Sanders,NFL,WR,2013,40,5
Steve Sanders,NFL,WR,2013,31,5
Mohamed Sanu,NFL,WR,2013,24,5
Sekou Sanyika,NFL,LB,2013,35,5
Dane Sanzenbacher,NFL,WR,2013,25,5
Cecil Sapp,NFL,RB,2005,27,3
Patrick Sapp,NFL,LB,2005,32,3
Ricky Sapp,NFL,LB,2005,19,3
Craig Sauer,NFL,LB,2000,28,5
Cory Sauter,NFL,QB,2000,26,5
Dantrell Savage,NFL,RB,2009,24,2
Rich Scanlon,NFL,LB,2013,33,3
Josh Scobey,NFL,RB,2013,34,10
Bart Scott,NFL,LB,2013,33,10
Bernard Scott,NFL,RB,2013,29,10
Da'Rel Scott,NFL,RB,2013,25,10
Darnay Scott,NFL,WR,2013,41,10
Freddie Scott,NFL,WR,2013,39,10
Gari Scott,NFL,WR,2013,35,10
Matt Scott,NFL,QB,2013,23,10
Jordan Senn,NFL,LB,2013,29,4
Coty Sensabaugh,NFL,CB,2013,25,4
Clint Session,NFL,LB,2011,27,5
Tray Session,NFL,WR,2011,24,5
Adam Seward,NFL,LB,2009,27,5
Simon Shanks,NFL,LB,2005,34,3
Scott Shanle,NFL,LB,2005,26,3
Larry Shannon,NFL,WR,2005,30,3
Jamie Sharper,NFL,LB,2005,31,3
Bobby Shaw,NFL,WR,2005,30,3
Eric Shaw,NFL,LB,2005,34,3
Harold Shaw,NFL,RB,2005,31,3
Sedrick Shaw,NFL,RB,2005,32,3
Tim Shaw,NFL,LB,2005,21,3
Kenny Shedd,NFL,WR,2005,34,6
Kory Sheets,NFL,RB,2005,20,6
Rashaan Shehee,NFL,RB,2005,30,6
Eric Shelton,NFL,RB,2005,22,6
Edell Shepherd,NFL,WR,2005,25,6
Paul Shields,NFL,RB,2013,37,11
Jordan Shipley,NFL,WR,2013,28,11
Marcel Shipp,NFL,RB,2013,35,11
Heath Shuler,NFL,QB,1994,23,1
Matt Sinclair,NFL,LB,2000,18,3
Alshermond Singleton,NFL,LB,2000,25,3
Peter Sirmon,NFL,LB,2001,24,12
Torrance Small,NFL,WR,1991,21,2
Vic So'oto,NFL,LB,2013,26,3
Olaniyi Sobomehin,NFL,RB,2003,19,1
Jake Soliday,NFL,WR,2013,35,3
Freddie Solomon,NFL,WR,2013,41,3
R. Jay Soward,NFL,WR,2000,22,1
Ryan Spadola,NFL,WR,2012,21,8
Chad Spann,NFL,RB,2012,24,8
Brandon Spikes,NFL,LB,2008,21,10
Irving Spikes,NFL,RB,2008,38,10
Takeo Spikes,NFL,LB,2008,32,10
C.J. Spiller,NFL,RB,2008,21,10
Austin Spitler,NFL,LB,2008,22,10
Micheal Spurlock,NFL,WR,2013,30,8
Brian Stablein,NFL,WR,2003,33,6
Duce Staley,NFL,RB,2003,28,6
Dennis Stallings,NFL,LB,2003,29,6
Donte Stallworth,NFL,WR,2003,23,6
Josh Stamer,NFL,LB,2003,26,6
Isaiah Stanback,NFL,WR,2003,19,6
John Standeford,NFL,WR,2003,21,6
Derek Stanley,NFL,WR,2003,18,6
Ronald Stanley,NFL,LB,2003,20,6
Ed Stansbury,NFL,RB,2003,24,6
Drew Stanton,NFL,QB,2003,19,6
Kendrick Starling,NFL,WR,2003,24,6
Bryan Still,NFL,WR,2006,32,1
Shyrone Stith,NFL,RB,2006,28,1
Nicky Sualua,NFL,RB,1998,23,2
Limas Sweed,NFL,WR,2013,29,1
Rod Sweeting,NFL,CB,2013,23,1
Austin Sylvester,NFL,RB,2007,19,1
Stevenson Sylvester,NFL,LB,2007,19,1
J.J. Syvrud,NFL,LB,1999,22,1
Will Ta'ufo'ou,NFL,RB,2013,27,2
Naufahu Tahi,NFL,RB,2010,29,4
Vai Taua,NFL,RB,2011,23,1
Ben Taylor,NFL,LB,1999,21,5
Chester Taylor,NFL,RB,1999,20,5
Fred Taylor,NFL,RB,1999,23,5
Jamaar Taylor,NFL,WR,1999,18,5
Ryan Taylor,NFL,LB,1999,23,5
Shannon Taylor,NFL,LB,1999,24,5
Tony Taylor,NFL,RB,1999,21,5
Travis Taylor,NFL,WR,1999,21,5
David Terrell,NFL,WR,2004,25,1
Corey Terry,NFL,LB,2004,28,1
Ryan Terry,NFL,RB,2004,33,1
Tim Terry,NFL,LB,2004,30,1
James Thrash,NFL,WR,2008,33,12
Byron Thweatt,NFL,LB,2001,24,1
LaBrandon Toefield,NFL,RB,2012,32,6
Pago Togafau,NFL,LB,2009,25,3
Ryan Torain,NFL,RB,2012,26,5
Reggie Torbor,NFL,LB,2012,31,5
Gino Torretta,NFL,QB,2012,42,5
Steve Tovar,NFL,LB,2000,30,8
Jason Tucker,NFL,WR,2013,37,9
Jyles Tucker,NFL,LB,2013,30,9
Matthew Tucker,NFL,RB,2013,22,9
Verran Tucker,NFL,WR,2013,25,9
Jeff Tuel,NFL,QB,2013,22,1
Sean Tufts,NFL,LB,2005,23,2
Tom Tumulty,NFL,LB,2008,35,10
Stacy Tutt,NFL,RB,2002,20,8
Gunnard Twyner,NFL,WR,1997,24,1
Brian Tyms,NFL,WR,2013,24,2
David Tyree,NFL,WR,2009,29,7
Jeff Ulbrich,NFL,LB,2009,32,10
Artie Ulmer,NFL,LB,2005,32,7
Mason Unck,NFL,LB,2006,26,4
Tiquan Underwood,NFL,WR,2010,23,2
Harvey Unga,NFL,RB,2013,25,2
Eric Unverzagt,NFL,LB,1997,25,2
Brian Urlacher,NFL,LB,2012,34,13
Iheanyi Uwaezuoke,NFL,WR,2000,27,5
Scottie Vines,NFL,WR,2013,34,18
Tony Vinson,NFL,RB,2013,42,18
David Vobora,NFL,LB,2011,25,4
Billy Volek,NFL,QB,2011,35,11
Scott Von der Ahe,NFL,LB,1997,22,1
Mike Vrabel,NFL,LB,2010,35,14
Jude Waddy,NFL,LB,2008,33,5
Bobby Wade,NFL,WR,2008,27,5
Trevin Wade,NFL,CB,2008,19,5
Drew Wahlroos,NFL,LB,2008,28,11
Cameron Wake,NFL,LB,2013,31,5
Charles Way,NFL,RB,1999,27,5
Nate Wayne,NFL,LB,1999,24,5
Reggie Wayne,NFL,WR,1999,21,5
Chris Weinke,NFL,QB,1995,23,6
Dean Wells,NFL,LB,1992,22,1
Tyrone Wheatley,NFL,RB,1991,19,3
Craig Whelihan,NFL,QB,1991,20,3
Clayton White,NFL,LB,2002,25,9
David White,NFL,LB,2002,32,9
Dez White,NFL,WR,2002,23,9
Jamel White,NFL,RB,2002,24,9
LenDale White,NFL,RB,2002,18,9
Reggie White,NFL,RB,2002,23,9
Roddy White,NFL,WR,2002,21,9
Russell White,NFL,RB,2002,32,9
Tracy White,NFL,LB,2002,21,9
Charlie Whitehurst,NFL,QB,2002,20,9
Keyon Whiteside,NFL,LB,2002,22,9
Alvis Whitted,NFL,WR,2002,28,9
Ricky Whittle,NFL,RB,2002,31,9
Michael Wiley,NFL,RB,2013,35,2
Ernest Wilford,NFL,WR,2013,34,2
Matt Wilhelm,NFL,LB,2013,32,2
Michael Wilhoite,NFL,LB,2013,27,2
Marcus Wilkins,NFL,LB,2013,33,2
Terrence Wilkins,NFL,WR,2013,38,2
Gerris Wilkinson,NFL,LB,2013,30,2
Jerrott Willard,NFL,LB,2013,41,2
Jonathan Willard,NFL,LB,2013,23,2
Allen Williams,NFL,RB,2013,41,2
Billy Williams,NFL,WR,2013,42,2
Brandon Williams,NFL,WR,2013,29,2
Brian M. Williams,NFL,LB,2013,41,2
Cadillac Williams,NFL,RB,2013,31,2
Chavis Williams,NFL,LB,2013,24,2
Clarence Williams,NFL,RB,2013,36,2
D.J. Williams,NFL,LB,2013,31,2
Damian Williams,NFL,WR,2013,25,2
DeAngelo Williams,NFL,RB,2013,30,2
Demetrius Williams,NFL,WR,2013,30,2
Demorrio Williams,NFL,LB,2013,33,2
Derrick Williams,NFL,WR,2013,27,2
Domanick Williams,NFL,RB,2013,33,2
Eddie Williams,NFL,RB,2013,26,2
Isaiah Williams,NFL,WR,2013,26,2
Jamar Williams,NFL,LB,2013,29,2
James Williams,NFL,WR,2013,35,2
Jason Williams,NFL,LB,2013,27,2
Javarris Williams,NFL,RB,2013,27,2
Jermaine Williams,NFL,RB,2013,41,2
Julius Williams,NFL,LB,2013,27,2
K.D. Williams,NFL,LB,2013,40,2
Karl Williams,NFL,WR,2013,42,2
Keiland Williams,NFL,RB,2013,27,2
Kerwynn Williams,NFL,RB,2013,22,2
Kevin Williams,NFL,WR,2013,42,2
Kevin D. Williams,NFL,RB,2013,43,2
Kyle Williams,NFL,WR,2013,25,2
LaQuan Williams,NFL,WR,2013,25,2
Leon Williams,NFL,LB,2013,30,2
Mark Williams,NFL,LB,2013,42,2
Mike Williams,NFL,WR,2013,29,2
Mike Williams,NFL,WR,2013,26,2
Moe Williams,NFL,RB,2013,39,2
Patrick Williams,NFL,WR,2013,27,2
Paul Williams,NFL,WR,2013,30,2
Pooh Bear Williams,NFL,RB,2013,38,2
Randal Williams,NFL,WR,2013,35,2
Reggie Williams,NFL,WR,2013,30,2
Renaud Williams,NFL,LB,2013,32,2
Ricky Williams,NFL,RB,2013,36,2
Ricky Williams,NFL,RB,2013,35,2
Rodney Williams,NFL,WR,2013,40,2
Roy E. Williams,NFL,WR,2013,32,2
Roydell Williams,NFL,WR,2013,32,2
Ryan Williams,NFL,RB,2013,23,2
Shaud Williams,NFL,RB,2013,33,2
Sherman Williams,NFL,RB,2013,40,2
Stepfret Williams,NFL,WR,2013,40,2
Stephen Williams,NFL,WR,2013,27,2
Steve Williams,NFL,CB,2013,22,2
Teddy Williams,NFL,WR,2013,25,2
Terrance Williams,NFL,WR,2013,24,2
Thomas Williams,NFL,LB,2013,29,2
Travis Williams,NFL,LB,2013,30,2
Tyrone R. Williams,NFL,WR,2013,43,2
Walter Williams,NFL,RB,2013,36,2
Harry Williams Jr.,NFL,WR,2013,31,2
Troy Williamson,NFL,WR,2013,30,2
Mike Willie,NFL,WR,2013,23,2
Jamal Willis,NFL,RB,2013,41,2
James Willis,NFL,LB,2013,41,2
Jason Willis,NFL,WR,2013,33,2
Matt Willis,NFL,WR,2013,29,2
Patrick Willis,NFL,LB,2013,28,2
Drew Willy,NFL,QB,2013,27,2
Trevor Wilmot,NFL,LB,2013,41,2
Al Wilson,NFL,LB,2013,36,2
Antonio Wilson,NFL,LB,2013,36,2
C.J. Wilson,NFL,CB,2013,24,2
Cedrick Wilson,NFL,WR,2013,35,2
David Wilson,NFL,RB,2013,22,2
John Parker Wilson,NFL,QB,2013,28,2
Kion Wilson,NFL,LB,2013,27,2
Lawrence Wilson,NFL,LB,2013,26,2
Marquess Wilson,NFL,WR,2013,21,2
Quincy Wilson,NFL,RB,2013,32,2
Reinard Wilson,NFL,LB,2013,40,2
Robert Wilson,NFL,WR,2013,39,2
Russell Wilson,NFL,QB,2013,25,2
Sheddrick Wilson,NFL,WR,2013,40,2
Travis Wilson,NFL,WR,2013,29,2
Tyler Wilson,NFL,QB,2013,24,2
James Wofford,NFL,RB,2002,24,1
Blidi Wreh-Wilson,NFL,CB,2013,24,1
Anthony Wright,NFL,QB,2008,32,6
Dwayne Wright,NFL,RB,2008,25,6
Fearon Wright,NFL,LB,2008,30,6
Jarius Wright,NFL,WR,2008,19,6
Jason Wright,NFL,RB,2008,26,6
K.J. Wright,NFL,LB,2008,19,6
Kendall Wright,NFL,WR,2008,19,6
Kenyatta Wright,NFL,LB,2008,30,6
Wallace Wright,NFL,WR,2008,24,6
Danny Wuerffel,NFL,QB,2002,28,6
DeShawn Wynn,NFL,RB,2010,27,4
Milton Wynn,NFL,WR,2010,32,4
Spergon Wynn,NFL,QB,2010,32,4
Bashir Yamini,NFL,WR,2000,23,1
Max Yates,NFL,LB,2010,31,8
T.J. Yates,NFL,QB,2010,23,8
Phil Yeboah-Kodie,NFL,LB,1996,25,1
Albert Young,NFL,RB,2011,26,6
Darrel Young,NFL,LB,2011,24,6
Michael Young,NFL,LB,2011,33,6
Selvin Young,NFL,RB,2011,28,6
Titus Young,NFL,WR,2011,22,6
Vince Young,NFL,QB,2011,28,6
Walter Young,NFL,WR,2011,32,6
Kevin Youngblood,NFL,WR,2011,31,6
Eric Zeier,NFL,QB,2000,28,6
